Year,Val
1958-11,0.02
1959-11,-0.09
1960-11,-0.12
1961-11,0.03
1962-11,0.07
1963-11,0.15
1964-11,-0.21
1965-11,-0.06
1966-11,-0.02
1967-11,-0.06
1968-11,-0.03
1969-11,0.13
1970-11,0.02
1971-11,-0.05
1972-11,0.04
1973-11,0.06
1974-11,-0.07
1975-11,-0.16
1976-11,-0.04
1977-11,0.17
1978-11,0.15
1979-11,0.28
1980-11,0.29
1981-11,0.24
1982-11,0.15
1983-11,0.32
1984-11,0.06
1985-11,0.08
1986-11,0.11
1987-11,0.25
1988-11,0.12
1989-11,0.2
1990-11,0.45
1991-11,0.31
1992-11,0.03
1993-11,0.06
1994-11,0.46
1995-11,0.45
1996-11,0.41
1997-11,0.65
1998-11,0.49
1999-11,0.38
2000-11,0.33
2001-11,0.7
2002-11,0.58
2003-11,0.53
2004-11,0.71
2005-11,0.72
2006-11,0.69
2007-11,0.55
2008-11,0.65
2009-11,0.76
2010-11,0.77
2011-11,0.55
2012-11,0.74
2013-11,0.79
2014-11,0.66
2015-11,1.03
2016-11,0.9
2017-11,0.84
2018-11,***
1880-12,-0.22
1881-12,-0.11
1882-12,-0.24
1883-12,-0.16
1884-12,-0.28
1885-12,-0.05
1886-12,-0.26
1887-12,-0.33
1888-12,-0.06
1889-12,-0.29
1890-12,-0.31
1891-12,-0.04
1892-12,-0.39
1893-12,-0.34
1894-12,-0.19
1895-12,-0.15
1896-12,-0.03
1897-12,-0.19
1898-12,-0.25
1899-12,-0.28
1900-12,-0.07
1901-12,-0.28
1902-12,-0.46
1903-12,-0.53
1904-12,-0.35
1905-12,-0.18
1906-12,-0.16
1907-12,-0.48
1908-12,-0.49
1909-12,-0.55
1910-12,-0.66
1911-12,-0.22
1912-12,-0.43
1913-12,-0.03
1914-12,-0.08
1915-12,-0.16
1916-12,-0.8
1917-12,-0.67
1918-12,-0.27
1919-12,-0.4
1920-12,-0.43
1921-12,-0.16
1922-12,-0.18
1923-12,-0.02
1924-12,-0.41
1925-12,0.09
1926-12,-0.27
1927-12,-0.32
1928-12,-0.17
1929-12,-0.53
1930-12,-0.06
1931-12,-0.09
1932-12,-0.25
1933-12,-0.46
1934-12,-0.04
1935-12,-0.2
1936-12,-0.03
1937-12,-0.12
1938-12,-0.22
1939-12,0.44
1940-12,0.27
1941-12,0.2
1942-12,0.07
1943-12,0.24
1944-12,0.02
1945-12,-0.09
1946-12,-0.35
1947-12,-0.16
1948-12,-0.23
1949-12,-0.22
1950-12,-0.2
1951-12,0.14
1952-12,-0.01
1953-12,0.02
1954-12,-0.22
1955-12,-0.3
1956-12,-0.08
1957-12,0.16
1958-12,0
1959-12,-0.02
1960-12,0.18
1961-12,-0.15
1962-12,0
1963-12,-0.01
1964-12,-0.3
1965-12,-0.06
1966-12,-0.05
1967-12,-0.03
1968-12,-0.12
1969-12,0.28
1970-12,-0.12
1971-12,-0.09
1972-12,0.19
1973-12,-0.06
1974-12,-0.09
1975-12,-0.17
1976-12,0.1
1977-12,0.03
1978-12,0.1
1979-12,0.47
1980-12,0.2
1981-12,0.43
1982-12,0.43
1983-12,0.17
1984-12,-0.05
1985-12,0.15
1986-12,0.16
1987-12,0.48
1988-12,0.33
1989-12,0.38
1990-12,0.41
1991-12,0.32
1992-12,0.22
1993-12,0.16
1994-12,0.36
1995-12,0.28
1996-12,0.4
1997-12,0.59
1998-12,0.56
1999-12,0.43
2000-12,0.29
2001-12,0.56
2002-12,0.44
2003-12,0.73
2004-12,0.51
2005-12,0.65
2006-12,0.74
2007-12,0.46
2008-12,0.53
2009-12,0.65
2010-12,0.46
2011-12,0.53
2012-12,0.52
2013-12,0.65
2014-12,0.78
2015-12,1.11
2016-12,0.82
2017-12,0.88
2018-12,***
